package,number_of_classes,number_of_tests,density,normalized_density,diversity,uniqueness,ddu,unit_vs_integration
org.apache.wicket.ajax.json,2,165,0.5212121212121212,0.9575757575757575,0.08174427198817447,1.0,0.07827633317655494,22.571428571428573
org.apache.wicket.ajax.markup.html.form,4,52,0.25961538461538464,0.5192307692307693,0.3544494720965309,1.0,0.18404107205012182,25.0
org.apache.wicket.stateless,9,12,0.16666666666666666,0.33333333333333326,0.9090909090909091,0.7777777777777778,0.23569023569023562,2.0
org.apache.wicket.markup.html.image.resource,2,1442,0.5045076282940361,0.9909847434119279,0.01788036317051367,1.0,0.017719167108643574,109.92307692307692
org.apache.wicket.markup.html.media.video,1,3,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.request.resource.caching,10,356,0.18764044943820224,0.3752808988764045,0.4992245608482355,0.9,0.1686144977426737,0.31365313653136534
org.apache.wicket.markup.html.media,6,3,0.7222222222222222,0.5555555555555556,0.6666666666666667,0.5,0.1851851851851852,0.0
org.apache.wicket.core.util.string.componentrenderer,2,2,0.5,1.0,1.0,1.0,1.0,-1
org.apache.wicket.response.filter,2,787,0.5,1.0,0.010126385830819484,1.0,0.010126385830819484,-1
org.apache.wicket.markup.resolver.issue5569,1,1,1.0,0.0,0,1.0,0.0,-1
org.apache.wicket.serialize.java,1,1459,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.core.util.file,1,1443,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.core.util.crypt,1,4,1.0,0.0,0.0,1.0,0.0,-1
